ROI,20240104, 20231130,20231208
1,0.0044,0.0047,0.0044
2,0.0027,0.0029,0.0028
3,0.0022,0.0024,0.0023
4,0.002,0.0022,0.0021
5,0.0018,0.0021,0.0020
6,0.0018,0.0020,0.0020
7,0.0018,0.0019,0.0020
8,0.0018,0/0019,0.0019
9,0.0017,0/0019,0.0019
10,0.0017,0/0019,0.0019
